# An edibble: 2,400 x 5
       participant   block    trial     selection       interface
           <U(12)> <U(60)> <U(240)>      <U(~2k)>          <T(4)>
             <chr>   <chr>    <chr>         <chr>           <chr>
1631 participant09 block41 trial164 selection1631        touchpad
1632 participant09 block41 trial164 selection1632        touchpad
1633 participant09 block41 trial164 selection1633        touchpad
1634 participant09 block41 trial164 selection1634        touchpad
1635 participant09 block41 trial164 selection1635        touchpad
1636 participant09 block41 trial164 selection1636        touchpad
1637 participant09 block41 trial164 selection1637        touchpad
1638 participant09 block41 trial164 selection1638        touchpad
1639 participant09 block41 trial164 selection1639        touchpad
1640 participant09 block41 trial164 selection1640        touchpad
1641 participant09 block42 trial165 selection1641 mouseringdouble
1642 participant09 block42 trial165 selection1642 mouseringdouble
1643 participant09 block42 trial165 selection1643 mouseringdouble
1644 participant09 block42 trial165 selection1644 mouseringdouble
1645 participant09 block42 trial165 selection1645 mouseringdouble
1646 participant09 block42 trial165 selection1646 mouseringdouble
1647 participant09 block42 trial165 selection1647 mouseringdouble
1648 participant09 block42 trial165 selection1648 mouseringdouble
1649 participant09 block42 trial165 selection1649 mouseringdouble
1650 participant09 block42 trial165 selection1650 mouseringdouble
1651 participant09 block42 trial166 selection1651        airmouse
1652 participant09 block42 trial166 selection1652        airmouse
1653 participant09 block42 trial166 selection1653        airmouse
1654 participant09 block42 trial166 selection1654        airmouse
1655 participant09 block42 trial166 selection1655        airmouse
1656 participant09 block42 trial166 selection1656        airmouse
1657 participant09 block42 trial166 selection1657        airmouse
1658 participant09 block42 trial166 selection1658        airmouse
1659 participant09 block42 trial166 selection1659        airmouse
1660 participant09 block42 trial166 selection1660        airmouse
1661 participant09 block42 trial167 selection1661 mouseringsingle
1662 participant09 block42 trial167 selection1662 mouseringsingle
1663 participant09 block42 trial167 selection1663 mouseringsingle
1664 participant09 block42 trial167 selection1664 mouseringsingle
1665 participant09 block42 trial167 selection1665 mouseringsingle
1666 participant09 block42 trial167 selection1666 mouseringsingle
1667 participant09 block42 trial167 selection1667 mouseringsingle
1668 participant09 block42 trial167 selection1668 mouseringsingle
1669 participant09 block42 trial167 selection1669 mouseringsingle
1670 participant09 block42 trial167 selection1670 mouseringsingle
1671 participant09 block42 trial168 selection1671        touchpad
1672 participant09 block42 trial168 selection1672        touchpad
1673 participant09 block42 trial168 selection1673        touchpad
1674 participant09 block42 trial168 selection1674        touchpad
1675 participant09 block42 trial168 selection1675        touchpad
1676 participant09 block42 trial168 selection1676        touchpad
1677 participant09 block42 trial168 selection1677        touchpad
1678 participant09 block42 trial168 selection1678        touchpad
1679 participant09 block42 trial168 selection1679        touchpad
1680 participant09 block42 trial168 selection1680        touchpad
1681 participant09 block43 trial169 selection1681 mouseringdouble
1682 participant09 block43 trial169 selection1682 mouseringdouble
1683 participant09 block43 trial169 selection1683 mouseringdouble
1684 participant09 block43 trial169 selection1684 mouseringdouble
1685 participant09 block43 trial169 selection1685 mouseringdouble
1686 participant09 block43 trial169 selection1686 mouseringdouble
1687 participant09 block43 trial169 selection1687 mouseringdouble
1688 participant09 block43 trial169 selection1688 mouseringdouble
1689 participant09 block43 trial169 selection1689 mouseringdouble
1690 participant09 block43 trial169 selection1690 mouseringdouble
1691 participant09 block43 trial170 selection1691        touchpad
1692 participant09 block43 trial170 selection1692        touchpad
1693 participant09 block43 trial170 selection1693        touchpad
1694 participant09 block43 trial170 selection1694        touchpad
1695 participant09 block43 trial170 selection1695        touchpad
1696 participant09 block43 trial170 selection1696        touchpad
1697 participant09 block43 trial170 selection1697        touchpad
1698 participant09 block43 trial170 selection1698        touchpad
1699 participant09 block43 trial170 selection1699        touchpad
1700 participant09 block43 trial170 selection1700        touchpad
1701 participant09 block43 trial171 selection1701 mouseringsingle
1702 participant09 block43 trial171 selection1702 mouseringsingle
1703 participant09 block43 trial171 selection1703 mouseringsingle
1704 participant09 block43 trial171 selection1704 mouseringsingle
1705 participant09 block43 trial171 selection1705 mouseringsingle
1706 participant09 block43 trial171 selection1706 mouseringsingle
1707 participant09 block43 trial171 selection1707 mouseringsingle
1708 participant09 block43 trial171 selection1708 mouseringsingle
1709 participant09 block43 trial171 selection1709 mouseringsingle
1710 participant09 block43 trial171 selection1710 mouseringsingle
1711 participant09 block43 trial172 selection1711        airmouse
1712 participant09 block43 trial172 selection1712        airmouse
1713 participant09 block43 trial172 selection1713        airmouse
1714 participant09 block43 trial172 selection1714        airmouse
1715 participant09 block43 trial172 selection1715        airmouse
1716 participant09 block43 trial172 selection1716        airmouse
1717 participant09 block43 trial172 selection1717        airmouse
1718 participant09 block43 trial172 selection1718        airmouse
1719 participant09 block43 trial172 selection1719        airmouse
1720 participant09 block43 trial172 selection1720        airmouse
1721 participant09 block44 trial173 selection1721 mouseringsingle
1722 participant09 block44 trial173 selection1722 mouseringsingle
1723 participant09 block44 trial173 selection1723 mouseringsingle
1724 participant09 block44 trial173 selection1724 mouseringsingle
1725 participant09 block44 trial173 selection1725 mouseringsingle
1726 participant09 block44 trial173 selection1726 mouseringsingle
1727 participant09 block44 trial173 selection1727 mouseringsingle
1728 participant09 block44 trial173 selection1728 mouseringsingle
1729 participant09 block44 trial173 selection1729 mouseringsingle
1730 participant09 block44 trial173 selection1730 mouseringsingle
1731 participant09 block44 trial174 selection1731        touchpad
1732 participant09 block44 trial174 selection1732        touchpad
1733 participant09 block44 trial174 selection1733        touchpad
1734 participant09 block44 trial174 selection1734        touchpad
1735 participant09 block44 trial174 selection1735        touchpad
1736 participant09 block44 trial174 selection1736        touchpad
1737 participant09 block44 trial174 selection1737        touchpad
1738 participant09 block44 trial174 selection1738        touchpad
1739 participant09 block44 trial174 selection1739        touchpad
1740 participant09 block44 trial174 selection1740        touchpad
1741 participant09 block44 trial175 selection1741 mouseringdouble
1742 participant09 block44 trial175 selection1742 mouseringdouble
1743 participant09 block44 trial175 selection1743 mouseringdouble
1744 participant09 block44 trial175 selection1744 mouseringdouble
1745 participant09 block44 trial175 selection1745 mouseringdouble
1746 participant09 block44 trial175 selection1746 mouseringdouble
1747 participant09 block44 trial175 selection1747 mouseringdouble
1748 participant09 block44 trial175 selection1748 mouseringdouble
1749 participant09 block44 trial175 selection1749 mouseringdouble
1750 participant09 block44 trial175 selection1750 mouseringdouble
1751 participant09 block44 trial176 selection1751        airmouse
1752 participant09 block44 trial176 selection1752        airmouse
1753 participant09 block44 trial176 selection1753        airmouse
1754 participant09 block44 trial176 selection1754        airmouse
1755 participant09 block44 trial176 selection1755        airmouse
1756 participant09 block44 trial176 selection1756        airmouse
1757 participant09 block44 trial176 selection1757        airmouse
1758 participant09 block44 trial176 selection1758        airmouse
1759 participant09 block44 trial176 selection1759        airmouse
1760 participant09 block44 trial176 selection1760        airmouse
1761 participant09 block45 trial177 selection1761 mouseringdouble
1762 participant09 block45 trial177 selection1762 mouseringdouble
1763 participant09 block45 trial177 selection1763 mouseringdouble
1764 participant09 block45 trial177 selection1764 mouseringdouble
1765 participant09 block45 trial177 selection1765 mouseringdouble
1766 participant09 block45 trial177 selection1766 mouseringdouble
1767 participant09 block45 trial177 selection1767 mouseringdouble
1768 participant09 block45 trial177 selection1768 mouseringdouble
1769 participant09 block45 trial177 selection1769 mouseringdouble
1770 participant09 block45 trial177 selection1770 mouseringdouble
1771 participant09 block45 trial178 selection1771        airmouse
1772 participant09 block45 trial178 selection1772        airmouse
1773 participant09 block45 trial178 selection1773        airmouse
1774 participant09 block45 trial178 selection1774        airmouse
1775 participant09 block45 trial178 selection1775        airmouse
1776 participant09 block45 trial178 selection1776        airmouse
1777 participant09 block45 trial178 selection1777        airmouse
1778 participant09 block45 trial178 selection1778        airmouse
1779 participant09 block45 trial178 selection1779        airmouse
1780 participant09 block45 trial178 selection1780        airmouse
1781 participant09 block45 trial179 selection1781 mouseringsingle
1782 participant09 block45 trial179 selection1782 mouseringsingle
1783 participant09 block45 trial179 selection1783 mouseringsingle
1784 participant09 block45 trial179 selection1784 mouseringsingle
1785 participant09 block45 trial179 selection1785 mouseringsingle
1786 participant09 block45 trial179 selection1786 mouseringsingle
1787 participant09 block45 trial179 selection1787 mouseringsingle
1788 participant09 block45 trial179 selection1788 mouseringsingle
1789 participant09 block45 trial179 selection1789 mouseringsingle
1790 participant09 block45 trial179 selection1790 mouseringsingle
1791 participant09 block45 trial180 selection1791        touchpad
1792 participant09 block45 trial180 selection1792        touchpad
1793 participant09 block45 trial180 selection1793        touchpad
1794 participant09 block45 trial180 selection1794        touchpad
1795 participant09 block45 trial180 selection1795        touchpad
1796 participant09 block45 trial180 selection1796        touchpad
1797 participant09 block45 trial180 selection1797        touchpad
1798 participant09 block45 trial180 selection1798        touchpad
1799 participant09 block45 trial180 selection1799        touchpad
1800 participant09 block45 trial180 selection1800        touchpad
1801 participant10 block46 trial181 selection1801        airmouse
1802 participant10 block46 trial181 selection1802        airmouse
1803 participant10 block46 trial181 selection1803        airmouse
1804 participant10 block46 trial181 selection1804        airmouse
1805 participant10 block46 trial181 selection1805        airmouse
1806 participant10 block46 trial181 selection1806        airmouse
1807 participant10 block46 trial181 selection1807        airmouse
1808 participant10 block46 trial181 selection1808        airmouse
1809 participant10 block46 trial181 selection1809        airmouse
1810 participant10 block46 trial181 selection1810        airmouse
1811 participant10 block46 trial182 selection1811 mouseringsingle
1812 participant10 block46 trial182 selection1812 mouseringsingle
1813 participant10 block46 trial182 selection1813 mouseringsingle
1814 participant10 block46 trial182 selection1814 mouseringsingle
1815 participant10 block46 trial182 selection1815 mouseringsingle
1816 participant10 block46 trial182 selection1816 mouseringsingle
1817 participant10 block46 trial182 selection1817 mouseringsingle
1818 participant10 block46 trial182 selection1818 mouseringsingle
1819 participant10 block46 trial182 selection1819 mouseringsingle
1820 participant10 block46 trial182 selection1820 mouseringsingle
1821 participant10 block46 trial183 selection1821 mouseringdouble
1822 participant10 block46 trial183 selection1822 mouseringdouble
1823 participant10 block46 trial183 selection1823 mouseringdouble
1824 participant10 block46 trial183 selection1824 mouseringdouble
1825 participant10 block46 trial183 selection1825 mouseringdouble
1826 participant10 block46 trial183 selection1826 mouseringdouble
1827 participant10 block46 trial183 selection1827 mouseringdouble
1828 participant10 block46 trial183 selection1828 mouseringdouble
1829 participant10 block46 trial183 selection1829 mouseringdouble
1830 participant10 block46 trial183 selection1830 mouseringdouble
1831 participant10 block46 trial184 selection1831        touchpad
1832 participant10 block46 trial184 selection1832        touchpad
1833 participant10 block46 trial184 selection1833        touchpad
1834 participant10 block46 trial184 selection1834        touchpad
1835 participant10 block46 trial184 selection1835        touchpad
1836 participant10 block46 trial184 selection1836        touchpad
1837 participant10 block46 trial184 selection1837        touchpad
1838 participant10 block46 trial184 selection1838        touchpad
1839 participant10 block46 trial184 selection1839        touchpad
1840 participant10 block46 trial184 selection1840        touchpad
1841 participant10 block47 trial185 selection1841        airmouse
1842 participant10 block47 trial185 selection1842        airmouse
1843 participant10 block47 trial185 selection1843        airmouse
1844 participant10 block47 trial185 selection1844        airmouse
1845 participant10 block47 trial185 selection1845        airmouse
1846 participant10 block47 trial185 selection1846        airmouse
1847 participant10 block47 trial185 selection1847        airmouse
1848 participant10 block47 trial185 selection1848        airmouse
1849 participant10 block47 trial185 selection1849        airmouse
1850 participant10 block47 trial185 selection1850        airmouse
1851 participant10 block47 trial186 selection1851        touchpad
1852 participant10 block47 trial186 selection1852        touchpad
1853 participant10 block47 trial186 selection1853        touchpad
1854 participant10 block47 trial186 selection1854        touchpad
1855 participant10 block47 trial186 selection1855        touchpad
1856 participant10 block47 trial186 selection1856        touchpad
1857 participant10 block47 trial186 selection1857        touchpad
1858 participant10 block47 trial186 selection1858        touchpad
1859 participant10 block47 trial186 selection1859        touchpad
1860 participant10 block47 trial186 selection1860        touchpad
1861 participant10 block47 trial187 selection1861 mouseringsingle
1862 participant10 block47 trial187 selection1862 mouseringsingle
1863 participant10 block47 trial187 selection1863 mouseringsingle
1864 participant10 block47 trial187 selection1864 mouseringsingle
1865 participant10 block47 trial187 selection1865 mouseringsingle
1866 participant10 block47 trial187 selection1866 mouseringsingle
1867 participant10 block47 trial187 selection1867 mouseringsingle
1868 participant10 block47 trial187 selection1868 mouseringsingle
1869 participant10 block47 trial187 selection1869 mouseringsingle
1870 participant10 block47 trial187 selection1870 mouseringsingle
1871 participant10 block47 trial188 selection1871 mouseringdouble
1872 participant10 block47 trial188 selection1872 mouseringdouble
1873 participant10 block47 trial188 selection1873 mouseringdouble
1874 participant10 block47 trial188 selection1874 mouseringdouble
1875 participant10 block47 trial188 selection1875 mouseringdouble
1876 participant10 block47 trial188 selection1876 mouseringdouble
1877 participant10 block47 trial188 selection1877 mouseringdouble
1878 participant10 block47 trial188 selection1878 mouseringdouble
1879 participant10 block47 trial188 selection1879 mouseringdouble
1880 participant10 block47 trial188 selection1880 mouseringdouble
1881 participant10 block48 trial189 selection1881        airmouse
1882 participant10 block48 trial189 selection1882        airmouse
1883 participant10 block48 trial189 selection1883        airmouse
1884 participant10 block48 trial189 selection1884        airmouse
1885 participant10 block48 trial189 selection1885        airmouse
1886 participant10 block48 trial189 selection1886        airmouse
1887 participant10 block48 trial189 selection1887        airmouse
1888 participant10 block48 trial189 selection1888        airmouse
1889 participant10 block48 trial189 selection1889        airmouse
1890 participant10 block48 trial189 selection1890        airmouse
1891 participant10 block48 trial190 selection1891 mouseringdouble
1892 participant10 block48 trial190 selection1892 mouseringdouble
1893 participant10 block48 trial190 selection1893 mouseringdouble
1894 participant10 block48 trial190 selection1894 mouseringdouble
1895 participant10 block48 trial190 selection1895 mouseringdouble
1896 participant10 block48 trial190 selection1896 mouseringdouble
1897 participant10 block48 trial190 selection1897 mouseringdouble
1898 participant10 block48 trial190 selection1898 mouseringdouble
1899 participant10 block48 trial190 selection1899 mouseringdouble
1900 participant10 block48 trial190 selection1900 mouseringdouble
1901 participant10 block48 trial191 selection1901 mouseringsingle
1902 participant10 block48 trial191 selection1902 mouseringsingle
1903 participant10 block48 trial191 selection1903 mouseringsingle
1904 participant10 block48 trial191 selection1904 mouseringsingle
1905 participant10 block48 trial191 selection1905 mouseringsingle
1906 participant10 block48 trial191 selection1906 mouseringsingle
1907 participant10 block48 trial191 selection1907 mouseringsingle
1908 participant10 block48 trial191 selection1908 mouseringsingle
1909 participant10 block48 trial191 selection1909 mouseringsingle
1910 participant10 block48 trial191 selection1910 mouseringsingle
1911 participant10 block48 trial192 selection1911        touchpad
1912 participant10 block48 trial192 selection1912        touchpad
1913 participant10 block48 trial192 selection1913        touchpad
1914 participant10 block48 trial192 selection1914        touchpad
1915 participant10 block48 trial192 selection1915        touchpad
1916 participant10 block48 trial192 selection1916        touchpad
1917 participant10 block48 trial192 selection1917        touchpad
1918 participant10 block48 trial192 selection1918        touchpad
1919 participant10 block48 trial192 selection1919        touchpad
1920 participant10 block48 trial192 selection1920        touchpad
1921 participant10 block49 trial193 selection1921        airmouse
1922 participant10 block49 trial193 selection1922        airmouse
1923 participant10 block49 trial193 selection1923        airmouse
1924 participant10 block49 trial193 selection1924        airmouse
1925 participant10 block49 trial193 selection1925        airmouse
1926 participant10 block49 trial193 selection1926        airmouse
1927 participant10 block49 trial193 selection1927        airmouse
1928 participant10 block49 trial193 selection1928        airmouse
1929 participant10 block49 trial193 selection1929        airmouse
1930 participant10 block49 trial193 selection1930        airmouse
1931 participant10 block49 trial194 selection1931        touchpad
1932 participant10 block49 trial194 selection1932        touchpad
1933 participant10 block49 trial194 selection1933        touchpad
1934 participant10 block49 trial194 selection1934        touchpad
1935 participant10 block49 trial194 selection1935        touchpad
1936 participant10 block49 trial194 selection1936        touchpad
1937 participant10 block49 trial194 selection1937        touchpad
1938 participant10 block49 trial194 selection1938        touchpad
1939 participant10 block49 trial194 selection1939        touchpad
1940 participant10 block49 trial194 selection1940        touchpad
1941 participant10 block49 trial195 selection1941 mouseringdouble
1942 participant10 block49 trial195 selection1942 mouseringdouble
1943 participant10 block49 trial195 selection1943 mouseringdouble
1944 participant10 block49 trial195 selection1944 mouseringdouble
1945 participant10 block49 trial195 selection1945 mouseringdouble
1946 participant10 block49 trial195 selection1946 mouseringdouble
1947 participant10 block49 trial195 selection1947 mouseringdouble
1948 participant10 block49 trial195 selection1948 mouseringdouble
1949 participant10 block49 trial195 selection1949 mouseringdouble
1950 participant10 block49 trial195 selection1950 mouseringdouble
1951 participant10 block49 trial196 selection1951 mouseringsingle
1952 participant10 block49 trial196 selection1952 mouseringsingle
1953 participant10 block49 trial196 selection1953 mouseringsingle
1954 participant10 block49 trial196 selection1954 mouseringsingle
1955 participant10 block49 trial196 selection1955 mouseringsingle
1956 participant10 block49 trial196 selection1956 mouseringsingle
1957 participant10 block49 trial196 selection1957 mouseringsingle
1958 participant10 block49 trial196 selection1958 mouseringsingle
1959 participant10 block49 trial196 selection1959 mouseringsingle
1960 participant10 block49 trial196 selection1960 mouseringsingle
1961 participant10 block50 trial197 selection1961 mouseringsingle
1962 participant10 block50 trial197 selection1962 mouseringsingle
1963 participant10 block50 trial197 selection1963 mouseringsingle
1964 participant10 block50 trial197 selection1964 mouseringsingle
1965 participant10 block50 trial197 selection1965 mouseringsingle
1966 participant10 block50 trial197 selection1966 mouseringsingle
1967 participant10 block50 trial197 selection1967 mouseringsingle
1968 participant10 block50 trial197 selection1968 mouseringsingle
1969 participant10 block50 trial197 selection1969 mouseringsingle
1970 participant10 block50 trial197 selection1970 mouseringsingle
1971 participant10 block50 trial198 selection1971 mouseringdouble
1972 participant10 block50 trial198 selection1972 mouseringdouble
1973 participant10 block50 trial198 selection1973 mouseringdouble
1974 participant10 block50 trial198 selection1974 mouseringdouble
1975 participant10 block50 trial198 selection1975 mouseringdouble
1976 participant10 block50 trial198 selection1976 mouseringdouble
1977 participant10 block50 trial198 selection1977 mouseringdouble
1978 participant10 block50 trial198 selection1978 mouseringdouble
1979 participant10 block50 trial198 selection1979 mouseringdouble
1980 participant10 block50 trial198 selection1980 mouseringdouble
1981 participant10 block50 trial199 selection1981        touchpad
1982 participant10 block50 trial199 selection1982        touchpad
1983 participant10 block50 trial199 selection1983        touchpad
1984 participant10 block50 trial199 selection1984        touchpad
1985 participant10 block50 trial199 selection1985        touchpad
1986 participant10 block50 trial199 selection1986        touchpad
1987 participant10 block50 trial199 selection1987        touchpad
1988 participant10 block50 trial199 selection1988        touchpad
1989 participant10 block50 trial199 selection1989        touchpad
1990 participant10 block50 trial199 selection1990        touchpad
1991 participant10 block50 trial200 selection1991        airmouse
1992 participant10 block50 trial200 selection1992        airmouse
1993 participant10 block50 trial200 selection1993        airmouse
1994 participant10 block50 trial200 selection1994        airmouse
1995 participant10 block50 trial200 selection1995        airmouse
1996 participant10 block50 trial200 selection1996        airmouse
1997 participant10 block50 trial200 selection1997        airmouse
1998 participant10 block50 trial200 selection1998        airmouse
1999 participant10 block50 trial200 selection1999        airmouse
2000 participant10 block50 trial200 selection2000        airmouse
2001 participant11 block51 trial201 selection2001 mouseringsingle
2002 participant11 block51 trial201 selection2002 mouseringsingle
2003 participant11 block51 trial201 selection2003 mouseringsingle
2004 participant11 block51 trial201 selection2004 mouseringsingle
2005 participant11 block51 trial201 selection2005 mouseringsingle
2006 participant11 block51 trial201 selection2006 mouseringsingle
2007 participant11 block51 trial201 selection2007 mouseringsingle
2008 participant11 block51 trial201 selection2008 mouseringsingle
2009 participant11 block51 trial201 selection2009 mouseringsingle
2010 participant11 block51 trial201 selection2010 mouseringsingle
2011 participant11 block51 trial202 selection2011        airmouse
2012 participant11 block51 trial202 selection2012        airmouse
2013 participant11 block51 trial202 selection2013        airmouse
2014 participant11 block51 trial202 selection2014        airmouse
2015 participant11 block51 trial202 selection2015        airmouse
2016 participant11 block51 trial202 selection2016        airmouse
2017 participant11 block51 trial202 selection2017        airmouse
2018 participant11 block51 trial202 selection2018        airmouse
2019 participant11 block51 trial202 selection2019        airmouse
2020 participant11 block51 trial202 selection2020        airmouse
2021 participant11 block51 trial203 selection2021 mouseringdouble
2022 participant11 block51 trial203 selection2022 mouseringdouble
2023 participant11 block51 trial203 selection2023 mouseringdouble
2024 participant11 block51 trial203 selection2024 mouseringdouble
2025 participant11 block51 trial203 selection2025 mouseringdouble
2026 participant11 block51 trial203 selection2026 mouseringdouble
2027 participant11 block51 trial203 selection2027 mouseringdouble
2028 participant11 block51 trial203 selection2028 mouseringdouble
2029 participant11 block51 trial203 selection2029 mouseringdouble
2030 participant11 block51 trial203 selection2030 mouseringdouble
2031 participant11 block51 trial204 selection2031        touchpad
2032 participant11 block51 trial204 selection2032        touchpad
2033 participant11 block51 trial204 selection2033        touchpad
2034 participant11 block51 trial204 selection2034        touchpad
2035 participant11 block51 trial204 selection2035        touchpad
2036 participant11 block51 trial204 selection2036        touchpad
2037 participant11 block51 trial204 selection2037        touchpad
2038 participant11 block51 trial204 selection2038        touchpad
2039 participant11 block51 trial204 selection2039        touchpad
2040 participant11 block51 trial204 selection2040        touchpad
2041 participant11 block52 trial205 selection2041 mouseringsingle
2042 participant11 block52 trial205 selection2042 mouseringsingle
2043 participant11 block52 trial205 selection2043 mouseringsingle
2044 participant11 block52 trial205 selection2044 mouseringsingle
2045 participant11 block52 trial205 selection2045 mouseringsingle
2046 participant11 block52 trial205 selection2046 mouseringsingle
2047 participant11 block52 trial205 selection2047 mouseringsingle
2048 participant11 block52 trial205 selection2048 mouseringsingle
2049 participant11 block52 trial205 selection2049 mouseringsingle
2050 participant11 block52 trial205 selection2050 mouseringsingle
2051 participant11 block52 trial206 selection2051        airmouse
2052 participant11 block52 trial206 selection2052        airmouse
2053 participant11 block52 trial206 selection2053        airmouse
2054 participant11 block52 trial206 selection2054        airmouse
2055 participant11 block52 trial206 selection2055        airmouse
2056 participant11 block52 trial206 selection2056        airmouse
2057 participant11 block52 trial206 selection2057        airmouse
2058 participant11 block52 trial206 selection2058        airmouse
2059 participant11 block52 trial206 selection2059        airmouse
2060 participant11 block52 trial206 selection2060        airmouse
2061 participant11 block52 trial207 selection2061 mouseringdouble
2062 participant11 block52 trial207 selection2062 mouseringdouble
2063 participant11 block52 trial207 selection2063 mouseringdouble
2064 participant11 block52 trial207 selection2064 mouseringdouble
2065 participant11 block52 trial207 selection2065 mouseringdouble
2066 participant11 block52 trial207 selection2066 mouseringdouble
2067 participant11 block52 trial207 selection2067 mouseringdouble
2068 participant11 block52 trial207 selection2068 mouseringdouble
2069 participant11 block52 trial207 selection2069 mouseringdouble
2070 participant11 block52 trial207 selection2070 mouseringdouble
2071 participant11 block52 trial208 selection2071        touchpad
2072 participant11 block52 trial208 selection2072        touchpad
2073 participant11 block52 trial208 selection2073        touchpad
2074 participant11 block52 trial208 selection2074        touchpad
2075 participant11 block52 trial208 selection2075        touchpad
2076 participant11 block52 trial208 selection2076        touchpad
2077 participant11 block52 trial208 selection2077        touchpad
2078 participant11 block52 trial208 selection2078        touchpad
2079 participant11 block52 trial208 selection2079        touchpad
2080 participant11 block52 trial208 selection2080        touchpad
2081 participant11 block53 trial209 selection2081 mouseringsingle
2082 participant11 block53 trial209 selection2082 mouseringsingle
2083 participant11 block53 trial209 selection2083 mouseringsingle
2084 participant11 block53 trial209 selection2084 mouseringsingle
2085 participant11 block53 trial209 selection2085 mouseringsingle
2086 participant11 block53 trial209 selection2086 mouseringsingle
2087 participant11 block53 trial209 selection2087 mouseringsingle
2088 participant11 block53 trial209 selection2088 mouseringsingle
2089 participant11 block53 trial209 selection2089 mouseringsingle
2090 participant11 block53 trial209 selection2090 mouseringsingle
2091 participant11 block53 trial210 selection2091        airmouse
2092 participant11 block53 trial210 selection2092        airmouse
2093 participant11 block53 trial210 selection2093        airmouse
2094 participant11 block53 trial210 selection2094        airmouse
2095 participant11 block53 trial210 selection2095        airmouse
2096 participant11 block53 trial210 selection2096        airmouse
2097 participant11 block53 trial210 selection2097        airmouse
2098 participant11 block53 trial210 selection2098        airmouse
2099 participant11 block53 trial210 selection2099        airmouse
2100 participant11 block53 trial210 selection2100        airmouse
2101 participant11 block53 trial211 selection2101        touchpad
2102 participant11 block53 trial211 selection2102        touchpad
2103 participant11 block53 trial211 selection2103        touchpad
2104 participant11 block53 trial211 selection2104        touchpad
2105 participant11 block53 trial211 selection2105        touchpad
2106 participant11 block53 trial211 selection2106        touchpad
2107 participant11 block53 trial211 selection2107        touchpad
2108 participant11 block53 trial211 selection2108        touchpad
2109 participant11 block53 trial211 selection2109        touchpad
2110 participant11 block53 trial211 selection2110        touchpad
2111 participant11 block53 trial212 selection2111 mouseringdouble
2112 participant11 block53 trial212 selection2112 mouseringdouble
2113 participant11 block53 trial212 selection2113 mouseringdouble
2114 participant11 block53 trial212 selection2114 mouseringdouble
2115 participant11 block53 trial212 selection2115 mouseringdouble
2116 participant11 block53 trial212 selection2116 mouseringdouble
2117 participant11 block53 trial212 selection2117 mouseringdouble
2118 participant11 block53 trial212 selection2118 mouseringdouble
2119 participant11 block53 trial212 selection2119 mouseringdouble
2120 participant11 block53 trial212 selection2120 mouseringdouble
2121 participant11 block54 trial213 selection2121 mouseringsingle
2122 participant11 block54 trial213 selection2122 mouseringsingle
2123 participant11 block54 trial213 selection2123 mouseringsingle
2124 participant11 block54 trial213 selection2124 mouseringsingle
2125 participant11 block54 trial213 selection2125 mouseringsingle
2126 participant11 block54 trial213 selection2126 mouseringsingle
2127 participant11 block54 trial213 selection2127 mouseringsingle
2128 participant11 block54 trial213 selection2128 mouseringsingle
2129 participant11 block54 trial213 selection2129 mouseringsingle
2130 participant11 block54 trial213 selection2130 mouseringsingle
2131 participant11 block54 trial214 selection2131 mouseringdouble
2132 participant11 block54 trial214 selection2132 mouseringdouble
2133 participant11 block54 trial214 selection2133 mouseringdouble
2134 participant11 block54 trial214 selection2134 mouseringdouble
2135 participant11 block54 trial214 selection2135 mouseringdouble
2136 participant11 block54 trial214 selection2136 mouseringdouble
2137 participant11 block54 trial214 selection2137 mouseringdouble
2138 participant11 block54 trial214 selection2138 mouseringdouble
2139 participant11 block54 trial214 selection2139 mouseringdouble
2140 participant11 block54 trial214 selection2140 mouseringdouble
2141 participant11 block54 trial215 selection2141        airmouse
2142 participant11 block54 trial215 selection2142        airmouse
2143 participant11 block54 trial215 selection2143        airmouse
2144 participant11 block54 trial215 selection2144        airmouse
2145 participant11 block54 trial215 selection2145        airmouse
2146 participant11 block54 trial215 selection2146        airmouse
2147 participant11 block54 trial215 selection2147        airmouse
2148 participant11 block54 trial215 selection2148        airmouse
2149 participant11 block54 trial215 selection2149        airmouse
2150 participant11 block54 trial215 selection2150        airmouse
2151 participant11 block54 trial216 selection2151        touchpad
2152 participant11 block54 trial216 selection2152        touchpad
2153 participant11 block54 trial216 selection2153        touchpad
2154 participant11 block54 trial216 selection2154        touchpad
2155 participant11 block54 trial216 selection2155        touchpad
2156 participant11 block54 trial216 selection2156        touchpad
2157 participant11 block54 trial216 selection2157        touchpad
2158 participant11 block54 trial216 selection2158        touchpad
2159 participant11 block54 trial216 selection2159        touchpad
2160 participant11 block54 trial216 selection2160        touchpad
2161 participant11 block55 trial217 selection2161 mouseringsingle
2162 participant11 block55 trial217 selection2162 mouseringsingle
2163 participant11 block55 trial217 selection2163 mouseringsingle
2164 participant11 block55 trial217 selection2164 mouseringsingle
2165 participant11 block55 trial217 selection2165 mouseringsingle
2166 participant11 block55 trial217 selection2166 mouseringsingle
2167 participant11 block55 trial217 selection2167 mouseringsingle
2168 participant11 block55 trial217 selection2168 mouseringsingle
2169 participant11 block55 trial217 selection2169 mouseringsingle
2170 participant11 block55 trial217 selection2170 mouseringsingle
2171 participant11 block55 trial218 selection2171 mouseringdouble
2172 participant11 block55 trial218 selection2172 mouseringdouble
2173 participant11 block55 trial218 selection2173 mouseringdouble
2174 participant11 block55 trial218 selection2174 mouseringdouble
2175 participant11 block55 trial218 selection2175 mouseringdouble
